event_id,user_id,session_id,event_name,event_timestamp
87,2,46,insight_view,2025-01-21 14:53:00
88,2,47,app_first_open,2025-01-21 05:33:00
89,2,48,app_first_open,2025-01-22 23:11:00
90,2,48,insight_view,2025-01-22 23:16:00
91,2,49,app_first_open,2025-01-24 12:23:00
92,2,49,insight_view,2025-01-24 12:28:00
93,2,49,paywall_view,2025-01-24 12:33:00
94,2,50,app_first_open,2025-01-24 12:24:00
95,2,50,insight_view,2025-01-24 12:29:00
96,2,51,app_first_open,2025-01-25 10:56:00
97,2,51,insight_view,2025-01-25 11:01:00
98,2,52,app_first_open,2025-01-25 18:11:00
99,2,53,app_first_open,2025-01-26 02:17:00
100,2,53,insight_view,2025-01-26 02:22:00
101,2,54,app_first_open,2025-01-27 11:39:00
102,2,55,app_first_open,2025-01-30 03:57:00
103,2,56,app_first_open,2025-01-31 08:14:00
104,2,57,app_first_open,2025-02-01 02:27:00
105,2,58,app_first_open,2025-02-03 00:23:00
106,2,59,app_first_open,2025-02-03 09:02:00
107,2,59,insight_view,2025-02-03 09:07:00
108,2,59,paywall_view,2025-02-03 09:12:00
109,2,60,app_first_open,2025-02-04 00:15:00
110,2,60,insight_view,2025-02-04 00:20:00
111,2,61,app_first_open,2025-02-04 20:25:00
112,2,61,insight_view,2025-02-04 20:30:00
113,2,62,app_first_open,2025-02-05 13:57:00
114,2,62,paywall_view,2025-02-05 14:07:00
115,2,63,app_first_open,2025-02-06 03:51:00
116,2,63,insight_view,2025-02-06 03:56:00
117,2,64,app_first_open,2025-02-06 04:36:00
118,2,65,app_first_open,2025-02-08 03:09:00
119,2,66,app_first_open,2025-02-09 11:25:00
120,2,66,insight_view,2025-02-09 11:30:00
121,2,67,app_first_open,2025-02-09 09:39:00
122,2,68,app_first_open,2025-02-10 04:25:00
123,2,68,paywall_view,2025-02-10 04:35:00
124,2,69,app_first_open,2025-02-11 05:01:00
125,2,70,app_first_open,2025-02-12 00:58:00
126,2,70,insight_view,2025-02-12 01:03:00
127,2,71,app_first_open,2025-02-14 06:03:00
128,2,71,insight_view,2025-02-14 06:08:00
129,2,72,app_first_open,2025-02-14 20:20:00
130,2,73,app_first_open,2025-02-15 04:53:00
131,2,74,app_first_open,2025-02-16 20:07:00
132,2,75,app_first_open,2025-02-16 07:37:00
133,2,75,insight_view,2025-02-16 07:42:00
134,2,76,app_first_open,2025-02-17 19:35:00
135,2,76,paywall_view,2025-02-17 19:45:00
136,2,77,app_first_open,2025-02-17 02:04:00
137,2,77,insight_view,2025-02-17 02:09:00
138,2,78,app_first_open,2025-02-18 15:13:00
139,2,79,app_first_open,2025-02-18 02:53:00
140,2,80,app_first_open,2025-02-19 18:02:00
141,2,80,insight_view,2025-02-19 18:07:00
142,2,80,paywall_view,2025-02-19 18:12:00
143,2,81,app_first_open,2025-02-19 16:14:00
144,2,81,insight_view,2025-02-19 16:19:00
145,2,82,app_first_open,2025-02-21 10:17:00
146,2,82,insight_view,2025-02-21 10:22:00
147,2,83,app_first_open,2025-02-21 05:09:00
148,2,83,insight_view,2025-02-21 05:14:00
149,2,84,app_first_open,2025-02-22 22:18:00
150,2,85,app_first_open,2025-02-25 05:39:00
151,2,85,insight_view,2025-02-25 05:44:00
152,2,86,app_first_open,2025-02-26 09:17:00
153,2,86,insight_view,2025-02-26 09:22:00
154,2,86,paywall_view,2025-02-26 09:27:00
155,2,87,app_first_open,2025-02-27 22:54:00
156,2,87,paywall_view,2025-02-27 23:04:00
157,2,88,app_first_open,2025-02-27 01:07:00
158,2,89,app_first_open,2025-02-28 09:03:00
159,2,89,insight_view,2025-02-28 09:08:00
160,2,90,app_first_open,2025-03-01 15:22:00
161,2,90,insight_view,2025-03-01 15:27:00
162,2,91,app_first_open,2025-03-02 22:44:00
163,2,92,app_first_open,2025-03-03 06:34:00
164,2,92,paywall_view,2025-03-03 06:44:00
165,2,93,app_first_open,2025-03-04 14:35:00
166,2,94,app_first_open,2025-03-06 07:00:00
167,2,94,insight_view,2025-03-06 07:05:00
168,2,94,paywall_view,2025-03-06 07:10:00
169,2,95,app_first_open,2025-03-08 07:11:00
170,2,96,app_first_open,2025-03-08 04:01:00
171,2,96,insight_view,2025-03-08 04:06:00
172,2,97,app_first_open,2025-03-09 22:53:00
173,2,98,app_first_open,2025-03-09 13:51:00
174,2,98,insight_view,2025-03-09 13:56:00
175,2,98,paywall_view,2025-03-09 14:01:00
176,2,99,app_first_open,2025-03-10 14:20:00
177,2,100,app_first_open,2025-03-10 10:03:00
178,2,100,insight_view,2025-03-10 10:08:00
179,2,101,app_first_open,2025-03-13 14:02:00
180,2,101,paywall_view,2025-03-13 14:12:00
181,2,102,app_first_open,2025-03-14 16:36:00
182,2,102,insight_view,2025-03-14 16:41:00
183,2,102,paywall_view,2025-03-14 16:46:00
184,2,103,app_first_open,2025-03-15 12:11:00
185,2,103,insight_view,2025-03-15 12:16:00
186,2,104,app_first_open,2025-03-16 10:05:00
187,2,105,app_first_open,2025-03-16 21:50:00
188,2,106,app_first_open,2025-03-17 12:52:00
189,2,106,insight_view,2025-03-17 12:57:00
190,2,106,paywall_view,2025-03-17 13:02:00
191,2,107,app_first_open,2025-03-17 10:38:00
192,2,107,insight_view,2025-03-17 10:43:00
193,2,108,app_first_open,2025-03-19 09:15:00
194,2,108,insight_view,2025-03-19 09:20:00
195,2,109,app_first_open,2025-03-19 16:43:00
196,2,110,app_first_open,2025-03-20 23:55:00
197,2,111,app_first_open,2025-03-21 13:11:00
198,2,111,paywall_view,2025-03-21 13:21:00
199,2,112,app_first_open,2025-03-21 21:03:00
200,2,113,app_first_open,2025-03-22 03:48:00
201,2,113,paywall_view,2025-03-22 03:58:00
202,2,114,app_first_open,2025-03-23 23:19:00
203,2,115,app_first_open,2025-03-24 12:03:00
204,2,115,insight_view,2025-03-24 12:08:00
205,2,116,app_first_open,2025-03-25 07:19:00
206,2,117,app_first_open,2025-03-26 12:18:00
207,2,118,app_first_open,2025-03-26 23:21:00
208,2,118,insight_view,2025-03-26 23:26:00
209,2,119,app_first_open,2025-03-27 03:59:00
210,2,120,app_first_open,2025-03-29 19:41:00
211,2,120,insight_view,2025-03-29 19:46:00
212,2,121,app_first_open,2025-03-29 10:57:00
213,2,122,app_first_open,2025-03-30 21:23:00
214,2,123,app_first_open,2025-04-01 08:26:00
215,2,123,paywall_view,2025-04-01 08:36:00
216,2,124,app_first_open,2025-04-01 12:31:00
217,2,124,paywall_view,2025-04-01 12:41:00
218,2,125,app_first_open,2025-04-02 06:45:00
219,2,126,app_first_open,2025-04-03 01:54:00
220,2,126,insight_view,2025-04-03 01:59:00
221,2,126,paywall_view,2025-04-03 02:04:00
222,2,127,app_first_open,2025-04-04 03:13:00
223,2,127,paywall_view,2025-04-04 03:23:00
224,2,128,app_first_open,2025-04-04 14:32:00
225,2,128,insight_view,2025-04-04 14:37:00
226,2,129,app_first_open,2025-04-06 06:57:00
227,2,130,app_first_open,2025-04-08 18:17:00
228,2,131,app_first_open,2025-04-09 19:00:00
229,2,131,insight_view,2025-04-09 19:05:00
230,2,131,paywall_view,2025-04-09 19:10:00
231,2,132,app_first_open,2025-04-10 09:20:00
232,2,133,app_first_open,2025-04-10 21:27:00
233,2,134,app_first_open,2025-04-11 22:41:00
234,2,134,insight_view,2025-04-11 22:46:00
235,2,135,app_first_open,2025-04-12 12:12:00
236,2,136,app_first_open,2025-04-12 06:41:00
237,2,136,insight_view,2025-04-12 06:46:00
238,2,136,paywall_view,2025-04-12 06:51:00
239,2,137,app_first_open,2025-04-13 11:20:00
240,2,137,insight_view,2025-04-13 11:25:00
241,2,137,paywall_view,2025-04-13 11:30:00
242,2,138,app_first_open,2025-04-13 22:51:00
243,2,138,insight_view,2025-04-13 22:56:00
244,2,139,app_first_open,2025-04-14 23:58:00
245,2,140,app_first_open,2025-04-15 09:24:00
246,2,141,app_first_open,2025-04-16 10:32:00
247,2,141,paywall_view,2025-04-16 10:42:00
248,2,142,app_first_open,2025-04-17 01:47:00
249,2,142,paywall_view,2025-04-17 01:57:00
250,2,143,app_first_open,2025-04-18 07:16:00
251,2,143,paywall_view,2025-04-18 07:26:00
252,2,144,app_first_open,2025-04-18 22:40:00
253,2,145,app_first_open,2025-04-19 08:19:00
254,2,145,insight_view,2025-04-19 08:24:00
255,2,146,app_first_open,2025-04-20 19:27:00
256,2,146,insight_view,2025-04-20 19:32:00
257,2,146,paywall_view,2025-04-20 19:37:00
258,2,147,app_first_open,2025-04-21 13:41:00
259,2,147,insight_view,2025-04-21 13:46:00
260,2,148,app_first_open,2025-04-22 12:54:00
261,2,149,app_first_open,2025-04-23 12:49:00
262,2,149,insight_view,2025-04-23 12:54:00
263,2,150,app_first_open,2025-04-24 17:35:00
264,2,150,paywall_view,2025-04-24 17:45:00
265,2,151,app_first_open,2025-04-25 22:56:00
266,2,152,app_first_open,2025-04-26 09:44:00
267,2,153,app_first_open,2025-04-27 03:06:00
268,2,153,insight_view,2025-04-27 03:11:00
269,2,154,app_first_open,2025-04-27 20:16:00
270,2,154,insight_view,2025-04-27 20:21:00
271,2,155,app_first_open,2025-04-28 13:03:00
272,2,156,app_first_open,2025-04-28 12:21:00
273,2,157,app_first_open,2025-05-01 03:11:00
274,2,158,app_first_open,2025-05-01 19:36:00
275,2,159,app_first_open,2025-05-03 08:19:00
276,2,160,app_first_open,2025-05-04 00:46:00
277,2,160,insight_view,2025-05-04 00:51:00
278,2,161,app_first_open,2025-05-05 13:50:00
279,2,161,insight_view,2025-05-05 13:55:00
280,2,161,paywall_view,2025-05-05 14:00:00
281,2,162,app_first_open,2025-05-06 16:55:00
282,2,162,insight_view,2025-05-06 17:00:00
283,2,163,app_first_open,2025-05-06 18:00:00
284,2,164,app_first_open,2025-05-07 00:13:00
285,2,164,insight_view,2025-05-07 00:18:00
286,2,165,app_first_open,2025-05-09 12:18:00
287,2,166,app_first_open,2025-05-09 01:54:00
288,2,166,paywall_view,2025-05-09 02:04:00
289,2,167,app_first_open,2025-05-10 03:20:00
290,2,167,insight_view,2025-05-10 03:25:00
291,2,168,app_first_open,2025-05-11 10:48:00
292,2,168,insight_view,2025-05-11 10:53:00
293,2,169,app_first_open,2025-05-11 15:50:00
294,2,169,insight_view,2025-05-11 15:55:00
295,2,170,app_first_open,2025-05-12 10:59:00
296,2,170,insight_view,2025-05-12 11:04:00
297,2,171,app_first_open,2025-05-12 20:48:00
298,2,172,app_first_open,2025-05-13 14:23:00
299,2,173,app_first_open,2025-05-14 08:21:00
300,2,174,app_first_open,2025-05-14 23:11:00
301,2,174,insight_view,2025-05-14 23:16:00
302,2,174,paywall_view,2025-05-14 23:21:00
303,2,175,app_first_open,2025-05-15 03:51:00
304,2,175,paywall_view,2025-05-15 04:01:00
305,2,176,app_first_open,2025-05-15 06:24:00
306,2,177,app_first_open,2025-05-16 01:14:00
307,2,177,insight_view,2025-05-16 01:19:00
308,3,178,app_first_open,2025-01-27 03:20:00
309,3,178,paywall_view,2025-01-27 03:30:00
310,3,179,app_first_open,2025-01-27 01:08:00
311,3,179,insight_view,2025-01-27 01:13:00
312,3,180,app_first_open,2025-01-29 04:36:00
313,3,181,app_first_open,2025-01-29 23:23:00
314,3,181,insight_view,2025-01-29 23:28:00
315,3,182,app_first_open,2025-01-30 12:32:00
316,3,182,paywall_view,2025-01-30 12:42:00
317,3,183,app_first_open,2025-01-30 18:52:00
318,3,183,paywall_view,2025-01-30 19:02:00
319,3,184,app_first_open,2025-01-31 17:11:00
320,3,184,insight_view,2025-01-31 17:16:00
321,3,185,app_first_open,2025-02-01 11:54:00
322,3,185,insight_view,2025-02-01 11:59:00
323,3,186,app_first_open,2025-02-04 14:18:00
324,3,186,insight_view,2025-02-04 14:23:00
325,3,187,app_first_open,2025-02-04 05:03:00
326,3,188,app_first_open,2025-02-06 19:33:00
327,3,189,app_first_open,2025-02-06 07:25:00
328,3,189,insight_view,2025-02-06 07:30:00
329,3,190,app_first_open,2025-02-07 22:52:00
330,3,190,insight_view,2025-02-07 22:57:00
331,3,190,paywall_view,2025-02-07 23:02:00
332,3,191,app_first_open,2025-02-07 04:46:00
333,3,192,app_first_open,2025-02-09 06:05:00
334,3,192,insight_view,2025-02-09 06:10:00
335,3,192,paywall_view,2025-02-09 06:15:00
336,3,193,app_first_open,2025-02-10 06:57:00
337,3,193,insight_view,2025-02-10 07:02:00
338,3,194,app_first_open,2025-02-10 05:07:00
339,3,194,paywall_view,2025-02-10 05:17:00
340,3,195,app_first_open,2025-02-11 00:10:00
341,3,196,app_first_open,2025-02-11 03:20:00
342,3,196,insight_view,2025-02-11 03:25:00
343,3,197,app_first_open,2025-02-13 22:54:00
344,3,197,insight_view,2025-02-13 22:59:00
345,3,197,paywall_view,2025-02-13 23:04:00
346,3,198,app_first_open,2025-02-13 05:47:00
347,3,199,app_first_open,2025-02-14 08:36:00
348,3,199,insight_view,2025-02-14 08:41:00
349,3,200,app_first_open,2025-02-14 10:22:00
350,3,200,insight_view,2025-02-14 10:27:00
351,3,201,app_first_open,2025-02-15 20:16:00
352,3,202,app_first_open,2025-02-15 16:29:00
353,3,202,insight_view,2025-02-15 16:34:00
354,3,202,paywall_view,2025-02-15 16:39:00
355,3,203,app_first_open,2025-02-16 15:15:00
356,3,204,app_first_open,2025-02-20 09:49:00
357,3,205,app_first_open,2025-02-21 20:47:00
358,3,205,paywall_view,2025-02-21 20:57:00
359,3,206,app_first_open,2025-02-22 19:28:00
360,3,206,insight_view,2025-02-22 19:33:00
361,3,207,app_first_open,2025-02-23 23:36:00
362,3,207,insight_view,2025-02-23 23:41:00
363,3,208,app_first_open,2025-02-23 20:26:00
364,3,208,insight_view,2025-02-23 20:31:00
365,3,209,app_first_open,2025-02-25 15:53:00
366,3,210,app_first_open,2025-02-27 10:59:00
367,3,210,insight_view,2025-02-27 11:04:00
368,3,211,app_first_open,2025-02-27 10:20:00
369,3,211,insight_view,2025-02-27 10:25:00
370,3,211,paywall_view,2025-02-27 10:30:00
371,3,212,app_first_open,2025-02-28 11:23:00
372,3,213,app_first_open,2025-03-01 17:19:00
373,3,214,app_first_open,2025-03-02 15:09:00
374,3,214,insight_view,2025-03-02 15:14:00
375,3,215,app_first_open,2025-03-02 01:13:00
376,3,216,app_first_open,2025-03-05 07:06:00
377,3,217,app_first_open,2025-03-06 12:05:00
378,3,218,app_first_open,2025-03-09 10:42:00
379,3,219,app_first_open,2025-03-09 07:09:00
380,3,220,app_first_open,2025-03-10 16:58:00
381,3,220,insight_view,2025-03-10 17:03:00
382,3,220,paywall_view,2025-03-10 17:08:00
383,3,221,app_first_open,2025-03-10 18:37:00
384,3,221,insight_view,2025-03-10 18:42:00
385,3,222,app_first_open,2025-03-12 15:04:00
386,3,222,paywall_view,2025-03-12 15:14:00
387,3,223,app_first_open,2025-03-12 00:55:00
388,3,223,insight_view,2025-03-12 01:00:00
389,3,223,paywall_view,2025-03-12 01:05:00
390,3,224,app_first_open,2025-03-13 15:30:00
391,3,224,insight_view,2025-03-13 15:35:00
392,3,225,app_first_open,2025-03-14 06:02:00
393,3,225,insight_view,2025-03-14 06:07:00
394,3,226,app_first_open,2025-03-15 01:57:00
395,3,227,app_first_open,2025-03-15 07:01:00
396,3,228,app_first_open,2025-03-17 10:22:00
397,3,229,app_first_open,2025-03-17 05:17:00
398,3,230,app_first_open,2025-03-18 03:29:00
399,3,230,paywall_view,2025-03-18 03:39:00
400,3,231,app_first_open,2025-03-18 12:40:00
401,3,232,app_first_open,2025-03-19 21:51:00
402,3,232,insight_view,2025-03-19 21:56:00
403,3,232,paywall_view,2025-03-19 22:01:00
404,3,233,app_first_open,2025-03-23 19:52:00
405,3,233,insight_view,2025-03-23 19:57:00
406,3,233,paywall_view,2025-03-23 20:02:00
407,3,234,app_first_open,2025-03-24 07:34:00
408,3,234,paywall_view,2025-03-24 07:44:00
409,3,235,app_first_open,2025-03-26 06:10:00
410,3,236,app_first_open,2025-03-26 06:14:00
411,3,236,insight_view,2025-03-26 06:19:00
412,3,237,app_first_open,2025-03-28 19:42:00
413,3,238,app_first_open,2025-03-31 17:02:00
414,3,239,app_first_open,2025-03-31 17:39:00
415,3,240,app_first_open,2025-04-01 04:05:00
416,3,240,insight_view,2025-04-01 04:10:00
417,3,241,app_first_open,2025-04-02 06:19:00
418,3,241,insight_view,2025-04-02 06:24:00
419,3,242,app_first_open,2025-04-02 22:20:00
420,3,242,insight_view,2025-04-02 22:25:00
421,3,243,app_first_open,2025-04-05 01:47:00
422,3,243,insight_view,2025-04-05 01:52:00
423,3,244,app_first_open,2025-04-05 09:47:00
424,3,244,insight_view,2025-04-05 09:52:00
425,3,244,paywall_view,2025-04-05 09:57:00
426,3,245,app_first_open,2025-04-06 01:33:00
427,3,245,insight_view,2025-04-06 01:38:00
428,3,245,paywall_view,2025-04-06 01:43:00
429,3,246,app_first_open,2025-04-06 15:30:00
430,3,247,app_first_open,2025-04-07 12:56:00
431,3,247,insight_view,2025-04-07 13:01:00
432,3,248,app_first_open,2025-04-09 21:53:00
433,3,248,insight_view,2025-04-09 21:58:00
434,3,248,paywall_view,2025-04-09 22:03:00
435,3,249,app_first_open,2025-04-10 05:06:00
436,3,250,app_first_open,2025-04-14 16:50:00
437,3,251,app_first_open,2025-04-14 01:19:00
438,3,252,app_first_open,2025-04-15 18:49:00
439,3,252,insight_view,2025-04-15 18:54:00
440,3,252,paywall_view,2025-04-15 18:59:00
441,3,253,app_first_open,2025-04-15 06:36:00
442,3,253,insight_view,2025-04-15 06:41:00
443,3,253,paywall_view,2025-04-15 06:46:00
444,3,254,app_first_open,2025-04-19 01:35:00
445,3,254,insight_view,2025-04-19 01:40:00
446,3,255,app_first_open,2025-04-20 23:32:00
447,3,256,app_first_open,2025-04-21 16:22:00
448,3,256,paywall_view,2025-04-21 16:32:00
449,3,257,app_first_open,2025-04-21 17:10:00
450,3,258,app_first_open,2025-04-22 08:13:00
451,3,258,insight_view,2025-04-22 08:18:00
452,3,259,app_first_open,2025-04-22 02:27:00
453,3,259,insight_view,2025-04-22 02:32:00
454,3,260,app_first_open,2025-04-23 20:52:00
455,3,260,insight_view,2025-04-23 20:57:00
456,3,261,app_first_open,2025-04-24 23:35:00
457,3,261,insight_view,2025-04-24 23:40:00
458,3,262,app_first_open,2025-04-24 20:51:00
459,3,263,app_first_open,2025-04-25 05:52:00
460,3,263,insight_view,2025-04-25 05:57:00
461,3,264,app_first_open,2025-04-25 20:07:00
462,3,265,app_first_open,2025-04-26 10:42:00
463,3,265,insight_view,2025-04-26 10:47:00
464,3,266,app_first_open,2025-04-26 08:00:00
465,3,267,app_first_open,2025-04-30 19:41:00
466,3,268,app_first_open,2025-04-30 01:10:00
467,3,269,app_first_open,2025-05-01 15:09:00
468,3,269,insight_view,2025-05-01 15:14:00
469,3,270,app_first_open,2025-05-02 02:11:00
470,3,270,insight_view,2025-05-02 02:16:00
471,3,270,paywall_view,2025-05-02 02:21:00
472,3,271,app_first_open,2025-05-03 17:27:00
473,3,271,insight_view,2025-05-03 17:32:00
474,3,272,app_first_open,2025-05-04 04:25:00
475,3,272,insight_view,2025-05-04 04:30:00
476,3,272,paywall_view,2025-05-04 04:35:00
477,3,273,app_first_open,2025-05-06 09:31:00
478,3,274,app_first_open,2025-05-08 01:10:00
479,3,275,app_first_open,2025-05-08 19:40:00
480,3,275,paywall_view,2025-05-08 19:50:00
481,3,276,app_first_open,2025-05-09 06:49:00
482,3,276,insight_view,2025-05-09 06:54:00
483,3,277,app_first_open,2025-05-10 00:38:00
484,3,277,insight_view,2025-05-10 00:43:00
485,3,278,app_first_open,2025-05-12 20:07:00
486,3,278,paywall_view,2025-05-12 20:17:00
487,3,279,app_first_open,2025-05-14 16:12:00
488,3,279,insight_view,2025-05-14 16:17:00
489,3,280,app_first_open,2025-05-16 06:48:00
490,3,281,app_first_open,2025-05-16 07:20:00
491,3,281,insight_view,2025-05-16 07:25:00
492,3,281,paywall_view,2025-05-16 07:30:00
493,3,282,app_first_open,2025-05-17 23:06:00
494,3,282,insight_view,2025-05-17 23:11:00
495,3,282,paywall_view,2025-05-17 23:16:00
496,3,283,app_first_open,2025-05-19 08:14:00
497,3,284,app_first_open,2025-05-19 14:27:00
498,3,284,paywall_view,2025-05-19 14:37:00
499,3,285,app_first_open,2025-05-20 18:45:00
500,3,286,app_first_open,2025-05-21 19:25:00
501,3,286,insight_view,2025-05-21 19:30:00
502,3,286,paywall_view,2025-05-21 19:35:00
503,3,287,app_first_open,2025-05-22 20:25:00
504,3,287,insight_view,2025-05-22 20:30:00
505,3,287,paywall_view,2025-05-22 20:35:00
506,3,288,app_first_open,2025-05-22 15:22:00
507,3,288,insight_view,2025-05-22 15:27:00
508,3,289,app_first_open,2025-05-23 00:47:00
509,3,289,paywall_view,2025-05-23 00:57:00
510,3,290,app_first_open,2025-05-26 03:59:00
511,3,290,insight_view,2025-05-26 04:04:00
512,4,291,app_first_open,2025-01-23 05:13:00
513,4,292,app_first_open,2025-01-25 21:57:00
514,4,292,insight_view,2025-01-25 22:02:00
515,4,292,paywall_view,2025-01-25 22:07:00
516,4,293,app_first_open,2025-01-27 22:06:00
517,4,293,insight_view,2025-01-27 22:11:00
518,4,293,paywall_view,2025-01-27 22:16:00
519,4,294,app_first_open,2025-01-28 21:52:00
520,4,294,insight_view,2025-01-28 21:57:00
521,4,295,app_first_open,2025-01-28 15:30:00
522,4,295,paywall_view,2025-01-28 15:40:00
523,4,296,app_first_open,2025-01-29 13:46:00
524,4,296,paywall_view,2025-01-29 13:56:00
525,4,297,app_first_open,2025-01-29 19:59:00
526,4,297,insight_view,2025-01-29 20:04:00
527,4,297,paywall_view,2025-01-29 20:09:00
528,4,298,app_first_open,2025-01-30 10:45:00
529,4,298,insight_view,2025-01-30 10:50:00
530,4,299,app_first_open,2025-01-30 23:37:00
531,4,300,app_first_open,2025-01-31 21:44:00
532,4,300,insight_view,2025-01-31 21:49:00
533,4,301,app_first_open,2025-02-01 06:03:00
534,4,302,app_first_open,2025-02-02 21:05:00
535,4,302,paywall_view,2025-02-02 21:15:00
536,4,303,app_first_open,2025-02-03 15:45:00
537,4,303,paywall_view,2025-02-03 15:55:00
538,4,304,app_first_open,2025-02-03 04:02:00
539,4,305,app_first_open,2025-02-04 16:24:00
540,4,306,app_first_open,2025-02-04 12:30:00
541,4,307,app_first_open,2025-02-06 07:17:00
542,4,308,app_first_open,2025-02-07 13:47:00
543,4,309,app_first_open,2025-02-08 19:05:00
544,4,310,app_first_open,2025-02-09 10:51:00
545,4,311,app_first_open,2025-02-09 20:09:00
546,4,311,insight_view,2025-02-09 20:14:00
547,4,312,app_first_open,2025-02-11 22:10:00
548,4,312,insight_view,2025-02-11 22:15:00
549,4,313,app_first_open,2025-02-11 08:29:00
550,4,313,insight_view,2025-02-11 08:34:00
551,4,314,app_first_open,2025-02-12 05:30:00
552,4,314,paywall_view,2025-02-12 05:40:00
553,4,315,app_first_open,2025-02-12 01:18:00
554,4,315,insight_view,2025-02-12 01:23:00
555,4,316,app_first_open,2025-02-13 00:56:00
556,4,317,app_first_open,2025-02-14 12:15:00
557,4,318,app_first_open,2025-02-14 10:11:00
558,4,318,paywall_view,2025-02-14 10:21:00
559,4,319,app_first_open,2025-02-15 16:36:00
560,4,319,insight_view,2025-02-15 16:41:00
561,4,320,app_first_open,2025-02-15 23:31:00
562,4,321,app_first_open,2025-02-16 03:09:00
563,4,321,insight_view,2025-02-16 03:14:00
564,4,321,paywall_view,2025-02-16 03:19:00
